,eplenmean,eprew,fps,total_timesteps,policy_loss,value_loss,policy_entropy,approxkl,clipfrac,l2_loss,train_score
190,64.4,7.4,2454,3129344.0,-0.005384601,1.0820984,1.284726,0.004718836,0.09151205,587.3082,8.0
191,65.29,6.5,2449,3145728.0,-0.007580422,1.0373474,1.2654449,0.004880943,0.09816488,587.94824,8.0
192,63.63,5.9,2371,3162112.0,-0.0059051453,1.1084858,1.2383357,0.005140863,0.09710693,588.726,8.0
193,64.05,6.4,2562,3178496.0,-0.0072767474,1.032727,1.2513255,0.0042830836,0.08506266,589.4346,5.0
194,67.97,6.9,2690,3194880.0,-0.0044814725,0.9672918,1.2854339,0.005065702,0.104146324,590.12604,6.0
195,59.52,6.1,2645,3211264.0,-0.0066529377,1.0253339,1.3022429,0.003957244,0.07802328,590.72876,5.0
196,58.29,7.8,2454,3227648.0,-0.007898417,0.999234,1.269535,0.0046709725,0.09490967,591.3742,6.0
197,74.57,7.1,2446,3244032.0,-0.0055420236,1.1269716,1.2519307,0.0053643603,0.11024984,592.1597,8.0
198,58.47,6.2,2419,3260416.0,-0.0044939993,1.3366703,1.244742,0.005291929,0.10768636,592.9096,7.0
199,57.76,7.2,2470,3276800.0,-0.007370321,0.96091056,1.2488009,0.0042599854,0.08502197,593.5704,7.0
200,70.74,6.7,2652,3293184.0,-0.009210438,1.0238575,1.2878221,0.0050647245,0.103515625,594.4097,7.0
201,58.1,7.8,2716,3309568.0,-0.00789054,0.88707167,1.3034048,0.005523807,0.11391195,595.34393,8.0
202,76.33,6.8,2811,3325952.0,-0.0068255537,1.0021542,1.2910185,0.004973057,0.103027344,596.1624,8.0
203,67.87,6.8,2524,3342336.0,-0.0077720396,0.99861056,1.286739,0.005635089,0.11643473,596.855,6.0
204,90.96,6.8,2465,3358720.0,-0.007839886,0.9057035,1.3339043,0.0052404706,0.11088053,597.67206,7.0
205,80.49,7.1,2436,3375104.0,-0.004491889,0.8901147,1.3470745,0.005055453,0.103881836,598.42365,7.0
